order_id,gender_category,product_line,product_name,size,units_sold,mrp,discount_applied,revenue,order_date,sales_channel,region,profit,discount_rate,expected_revenue,revenue_gap,profit_margin,loss_flag,month,year,Size_Apparel,size_apparel
3904,Kids,Soccer,Phantom GT,L,2.0,7775.87,0.0,0.0,2025-05-28,Retail,Bangalore,1143.11,0.0,15551.74,15551.74,0.0,Profit,5,2025,L,L
3913,Kids,Training,ZoomX Invincible,XL,1.0,5255.09,0.0,0.0,2024-06-12,Retail,Delhi,2941.84,0.0,5255.09,5255.09,0.0,Profit,6,2024,XL,XL
3917,Women,Running,React Infinity,L,0.0,4726.33,0.0,0.0,2024-10-02,Online,Pune,3551.31,0.0,0.0,0.0,0.0,Profit,10,2024,L,L
3920,Women,Running,Air Zoom,L,2.0,5540.68,0.0,0.0,2025-06-09,Online,Pune,1252.12,0.0,11081.36,11081.36,0.0,Profit,6,2025,L,L
3924,Women,Running,Pegasus Turbo,L,2.0,4809.5,0.0,0.0,2024-03-26,Online,Kolkata,3090.67,0.0,9619.0,9619.0,0.0,Profit,3,2024,L,L
3926,Men,Lifestyle,Dunk Low,XL,2.0,4791.86,0.0,0.0,2024-11-08,Online,Mumbai,2972.86,0.0,9583.72,9583.72,0.0,Profit,11,2024,XL,XL
3933,Men,Training,SuperRep Go,XL,4.0,5280.57,0.0,0.0,2025-01-25,Online,Pune,1348.54,0.0,21122.28,21122.28,0.0,Profit,1,2025,XL,XL
3936,Kids,Lifestyle,Blazer Mid,M,3.0,3544.33,0.0,0.0,2023-07-28,Retail,Pune,1983.5,0.0,10632.99,10632.99,0.0,Profit,7,2023,M,M
3940,Kids,Running,React Infinity,11,2.0,6492.155000000001,0.0,0.0,2024-12-30,Online,Hyderabad,491.15,0.0,12984.310000000001,12984.310000000001,0.0,Profit,12,2024,L,L
3942,Men,Lifestyle,Blazer Mid,M,1.0,3283.25,0.0,0.0,2024-04-27,Online,Delhi,-938.81,0.0,3283.25,3283.25,0.0,Loss,4,2024,M,M
2002,Kids,Soccer,Phantom GT,XL,2.0,6320.59,0.0,0.0,2025-05-16,Online,Delhi,-789.24,0.0,12641.18,12641.18,0.0,Loss,5,2025,XL,XL
3946,Men,Training,SuperRep Go,,-1.0,5280.57,0.0,0.0,2024-08-23,Retail,Kolkata,3250.78,0.0,-5280.57,-5280.57,0.0,Profit,8,2024,XL,XL
2003,Women,Lifestyle,Waffle One,,2.0,7203.25,0.0,0.0,2025-03-03,Online,Kolkata,-23.38,0.0,14406.5,14406.5,0.0,Loss,3,2025,XL,XL
3958,Women,Lifestyle,Dunk Low,,4.0,8614.93,0.0,0.0,2024-03-23,Retail,Kolkata,-312.44,0.0,34459.72,34459.72,0.0,Loss,3,2024,XL,XL
2041,Kids,Soccer,Tiempo Legend,M,-1.0,4414.63,0.0,0.0,2025-02-27,Online,Bangalore,1709.18,0.0,-4414.63,-4414.63,0.0,Profit,2,2025,M,M
3969,Women,Lifestyle,Waffle One,XL,2.0,7922.86,0.0,0.0,2023-08-04,Retail,Mumbai,3753.92,0.0,15845.72,15845.72,0.0,Profit,8,2023,XL,XL
3970,Men,Soccer,Phantom GT,L,0.0,9990.8,0.0,0.0,2025-06-29,Retail,Kolkata,3351.31,0.0,0.0,0.0,0.0,Profit,6,2025,L,L
3974,Men,Lifestyle,Dunk Low,L,4.0,6202.99,0.0,0.0,2024-03-22,Retail,Delhi,97.6,0.0,24811.96,24811.96,0.0,Profit,3,2024,L,L
3978,Women,Training,Flex Trainer,,2.0,9847.52,0.0,0.0,2024-09-11,Retail,Delhi,754.75,0.0,19695.04,19695.04,0.0,Profit,9,2024,XL,XL
3981,Men,Soccer,Premier III,L,2.0,4007.55,1.02,0.0,2023-12-21,Online,Delhi,90.51,1.02,8015.1,8015.1,0.0,Profit,12,2023,L,L
2048,Kids,Basketball,Air Jordan,XL,2.0,8918.66,1.19,-3389.09,2024-02-14,Retail,Delhi,1889.03,1.19,17837.32,21226.41,-0.5573856108866981,Profit,2,2024,XL,XL
3994,Kids,Basketball,Air Jordan,,4.0,6235.71,0.0,0.0,2025-04-12,Retail,bengaluru,-97.39,0.0,24942.84,24942.84,0.0,Loss,4,2025,XL,XL
3997,Women,Lifestyle,Waffle One,M,4.0,5637.46,0.0,0.0,2024-01-24,Retail,Hyderabad,-484.62,0.0,22549.84,22549.84,0.0,Loss,1,2024,M,M
4005,Kids,Training,Metcon 7,M,2.0,3730.58,0.0,0.0,2024-11-30,Online,Delhi,1784.38,0.0,7461.16,7461.16,0.0,Profit,11,2024,M,M
4008,Men,Basketball,LeBron 20,9,3.0,7737.27,0.07,21586.98,2023-12-15,Retail,Hyderabad,180.31,0.07,23211.81,1624.8300000000017,0.008352720019196756,Profit,12,2023,M,M
4009,Kids,Basketball,Zoom Freak,M,2.0,6435.66,0.0,0.0,2024-03-30,Retail,Mumbai,-737.91,0.0,12871.32,12871.32,0.0,Loss,3,2024,M,M
4011,Women,Running,Air Zoom,M,4.0,4909.56,0.0,0.0,2025-07-04,Retail,Bangalore,2934.53,0.0,19638.24,19638.24,0.0,Profit,7,2025,M,M
2021,Kids,Lifestyle,Waffle One,XL,2.0,4561.67,0.0,0.0,2024-02-13,Online,Pune,1720.61,0.0,9123.34,9123.34,0.0,Profit,2,2024,XL,XL
4019,Women,Soccer,Tiempo Legend,10,-1.0,6045.785,0.66,0.0,2024-10-27,Online,bengaluru,171.8,0.66,-6045.785,-6045.785,0.0,Profit,10,2024,L,L
4023,Women,Running,Free RN,XL,0.0,2376.12,0.76,0.0,2024-11-28,Online,hyderbad,1267.41,0.76,0.0,0.0,0.0,Profit,11,2024,XL,XL
4025,Women,Basketball,Kyrie Flytrap,L,2.0,2265.37,0.0,0.0,2024-06-25,Retail,Kolkata,2946.35,0.0,4530.74,4530.74,0.0,Profit,6,2024,L,L
4030,Men,Lifestyle,Waffle One,L,2.0,5637.46,0.0,0.0,2025-04-28,Online,Kolkata,1865.56,0.0,11274.92,11274.92,0.0,Profit,4,2025,L,L
4037,Women,Basketball,LeBron 20,XL,2.0,6431.1900000000005,0.74,0.0,2023-08-08,Retail,Delhi,776.81,0.74,12862.380000000001,12862.380000000001,0.0,Profit,8,2023,XL,XL
4054,Women,Lifestyle,Waffle One,,2.0,3394.38,0.75,0.0,2024-05-09,Online,Mumbai,-401.5,0.75,6788.76,6788.76,0.0,Loss,5,2024,XL,XL
4057,Kids,Basketball,Kyrie Flytrap,M,2.0,5066.14,0.0,0.0,2023-09-22,Retail,Delhi,2575.38,0.0,10132.28,10132.28,0.0,Profit,9,2023,M,M
2030,Women,Soccer,Premier III,L,2.0,9804.64,0.71,0.0,2025-02-08,Online,Bangalore,635.57,0.71,19609.28,19609.28,0.0,Profit,2,2025,L,L
4074,Kids,Basketball,LeBron 20,L,2.0,8673.78,0.0,0.0,2024-03-28,Retail,Mumbai,-286.0,0.0,17347.56,17347.56,0.0,Loss,3,2024,L,L
4080,Kids,Training,Flex Trainer,,2.0,8515.92,0.0,0.0,2024-11-27,Retail,Hyderabad,255.47,0.0,17031.84,17031.84,0.0,Profit,11,2024,XL,XL
4083,Men,Training,Flex Trainer,L,2.0,8711.81,0.0,0.0,2025-03-29,Online,bengaluru,-773.05,0.0,17423.62,17423.62,0.0,Loss,3,2025,L,L
4086,Women,Running,Air Zoom,XL,3.0,4537.02,0.0,0.0,2025-04-03,Online,Pune,-195.0,0.0,13611.060000000001,13611.060000000001,0.0,Loss,4,2025,XL,XL
4087,Men,Basketball,LeBron 20,,2.0,6431.1900000000005,1.09,0.0,2024-03-13,Retail,hyderbad,3939.54,1.09,12862.380000000001,12862.380000000001,0.0,Profit,3,2024,XL,XL
4096,Women,Soccer,Phantom GT,8,2.0,6320.59,0.0,0.0,2024-04-03,Online,Pune,3865.04,0.0,12641.18,12641.18,0.0,Profit,4,2024,M,M
4100,Men,Running,Pegasus Turbo,L,2.0,3315.29,0.0,0.0,2024-03-19,Online,Delhi,1507.71,0.0,6630.58,6630.58,0.0,Profit,3,2024,L,L
4101,Men,Soccer,Mercurial Superfly,,2.0,6569.65,0.0,0.0,2024-07-10,Retail,Delhi,3064.92,0.0,13139.3,13139.3,0.0,Profit,7,2024,XL,XL
4105,Men,Running,Pegasus Turbo,XL,2.0,3489.95,0.0,0.0,2024-05-25,Retail,Bangalore,2093.87,0.0,6979.9,6979.9,0.0,Profit,5,2024,XL,XL
4108,Kids,Running,Pegasus Turbo,L,2.0,2767.55,0.19,4483.43,2023-11-25,Online,Kolkata,1059.07,0.19,5535.1,1051.67,0.23621869863028971,Profit,11,2023,L,L
4116,Women,Lifestyle,Air Force 1,9,2.0,3854.22,0.0,0.0,2024-08-19,Online,Pune,-43.41,0.0,7708.44,7708.44,0.0,Loss,8,2024,M,M
4124,Kids,Basketball,LeBron 20,M,1.0,6431.1900000000005,0.0,0.0,2023-10-16,Online,Delhi,477.62,0.0,6431.1900000000005,6431.1900000000005,0.0,Profit,10,2023,M,M
4127,Women,Running,Free RN,L,-1.0,4690.15,0.49,-2391.98,2024-12-21,Online,Kolkata,1331.92,0.49,-4690.15,-2298.1699999999996,-0.5568273982223932,Profit,12,2024,L,L
4129,Men,Running,Pegasus Turbo,,2.0,3445.62,0.24,0.0,2025-03-02,Retail,Kolkata,-29.1,0.24,6891.24,6891.24,0.0,Loss,3,2025,XL,XL
4140,Women,Running,Air Zoom,XL,-1.0,5550.99,0.0,0.0,2025-04-28,Online,Bangalore,3381.94,0.0,-5550.99,-5550.99,0.0,Profit,4,2025,XL,XL
4146,Kids,Lifestyle,Blazer Mid,10,2.0,6383.24,0.0,0.0,2023-08-27,Online,Mumbai,1217.01,0.0,12766.48,12766.48,0.0,Profit,8,2023,L,L
4156,Men,Running,React Infinity,M,2.0,7417.67,0.0,0.0,2024-05-20,Online,Mumbai,203.96,0.0,14835.34,14835.34,0.0,Profit,5,2024,M,M
4157,Men,Basketball,Zoom Freak,XL,3.0,6435.66,0.0,0.0,2025-07-09,Retail,Delhi,-699.76,0.0,19306.98,19306.98,0.0,Loss,7,2025,XL,XL
4163,Men,Training,SuperRep Go,L,2.0,5280.57,0.0,0.0,2024-09-12,Retail,Hyd,1942.39,0.0,10561.14,10561.14,0.0,Profit,9,2024,L,L
4165,Women,Training,SuperRep Go,XL,1.0,5280.57,0.26,0.0,2024-11-20,Online,Bangalore,2194.38,0.26,5280.57,5280.57,0.0,Profit,11,2024,XL,XL
4168,Kids,Running,Free RN,10,4.0,6293.58,0.0,0.0,2024-06-09,Retail,Mumbai,3282.84,0.0,25174.32,25174.32,0.0,Profit,6,2024,L,L
4171,Men,Running,React Infinity,M,2.0,9303.8,0.0,0.0,2024-12-21,Retail,Delhi,-1107.26,0.0,18607.6,18607.6,0.0,Loss,12,2024,M,M
4176,Women,Training,ZoomX Invincible,M,1.0,6897.68,0.0,0.0,2023-09-02,Retail,Hyderabad,2254.67,0.0,6897.68,6897.68,0.0,Profit,9,2023,M,M
4181,Women,Running,Free RN,M,3.0,6293.58,0.0,0.0,2025-04-05,Retail,Delhi,-564.63,0.0,18880.739999999998,18880.739999999998,0.0,Loss,4,2025,M,M
4185,Women,Training,ZoomX Invincible,6,3.0,6897.68,0.0,0.0,2025-02-01,Online,hyderbad,2562.05,0.0,20693.04,20693.04,0.0,Profit,2,2025,S,S
4186,Men,Basketball,LeBron 20,XL,2.0,9872.08,0.17,0.0,2025-03-10,Online,bengaluru,409.77,0.17,19744.16,19744.16,0.0,Profit,3,2025,XL,XL
2050,Kids,Soccer,Tiempo Legend,,0.0,6045.785,0.0,0.0,2023-09-30,Online,Pune,1182.9,0.0,0.0,0.0,0.0,Profit,9,2023,XL,XL
4191,Men,Running,React Infinity,M,2.0,6492.155000000001,0.0,0.0,2024-07-22,Online,Pune,671.86,0.0,12984.310000000001,12984.310000000001,0.0,Profit,7,2024,M,M
4195,Kids,Training,Metcon 7,L,2.0,6317.4,0.0,0.0,2023-09-23,Retail,Mumbai,-746.03,0.0,12634.8,12634.8,0.0,Loss,9,2023,L,L
4199,Women,Running,Free RN,,2.0,6293.58,0.0,0.0,2025-05-25,Online,hyderbad,-731.89,0.0,12587.16,12587.16,0.0,Loss,5,2025,XL,XL
4201,Kids,Running,React Infinity,L,3.0,6492.155000000001,0.0,0.0,2025-05-09,Retail,Kolkata,1412.54,0.0,19476.465000000004,19476.465000000004,0.0,Profit,5,2025,L,L
4204,Kids,Lifestyle,Waffle One,,2.0,7265.47,0.0,0.0,2025-04-16,Online,Pune,1589.71,0.0,14530.94,14530.94,0.0,Profit,4,2025,XL,XL
4209,Women,Running,Air Zoom,M,1.0,5550.99,0.0,0.0,2023-12-03,Online,Kolkata,3222.58,0.0,5550.99,5550.99,0.0,Profit,12,2023,M,M
4212,Men,Running,React Infinity,XL,3.0,6492.155000000001,0.9,0.0,2023-07-29,Online,Kolkata,3556.86,0.9,19476.465000000004,19476.465000000004,0.0,Profit,7,2023,XL,XL
4213,Men,Lifestyle,Dunk Low,L,0.0,6202.99,0.0,0.0,2024-05-26,Retail,Delhi,1165.42,0.0,0.0,0.0,0.0,Profit,5,2024,L,L
4217,Men,Soccer,Tiempo Legend,12,2.0,3080.23,0.22,0.0,2025-05-08,Online,Delhi,-950.13,0.22,6160.46,6160.46,0.0,Loss,5,2025,XL,XL
4223,Kids,Soccer,Mercurial Superfly,L,1.0,6569.65,0.31,0.0,2025-02-04,Retail,bengaluru,-1152.37,0.31,6569.65,6569.65,0.0,Loss,2,2025,L,L
4227,Kids,Training,Metcon 7,L,2.0,5890.69,0.0,0.0,2024-12-17,Retail,Mumbai,110.91,0.0,11781.38,11781.38,0.0,Profit,12,2024,L,L
4231,Kids,Lifestyle,Blazer Mid,XL,2.0,6652.23,1.09,-1197.4,2024-01-08,Online,Pune,-780.66,1.09,13304.46,14501.859999999999,0.6519625856021379,Loss,1,2024,XL,XL
4238,Men,Soccer,Phantom GT,XL,2.0,6489.35,0.0,0.0,2024-12-14,Online,Hyderabad,-321.44,0.0,12978.7,12978.7,0.0,Loss,12,2024,XL,XL
4239,Men,Running,Air Zoom,,2.0,5550.99,1.13,0.0,2023-09-08,Online,Kolkata,-828.71,1.13,11101.98,11101.98,0.0,Loss,9,2023,XL,XL
4241,Women,Basketball,LeBron 20,M,2.0,6431.1900000000005,0.0,0.0,2024-10-29,Retail,Delhi,3890.05,0.0,12862.380000000001,12862.380000000001,0.0,Profit,10,2024,M,M
4250,Women,Basketball,Air Jordan,11,2.0,6235.71,0.0,0.0,2025-01-16,Online,Kolkata,2005.64,0.0,12471.42,12471.42,0.0,Profit,1,2025,L,L
4251,Kids,Basketball,LeBron 20,M,1.0,6431.1900000000005,0.59,0.0,2024-01-07,Retail,Mumbai,354.2,0.59,6431.1900000000005,6431.1900000000005,0.0,Profit,1,2024,M,M
4252,Kids,Training,SuperRep Go,L,2.0,5280.57,1.0,0.0,2024-06-08,Online,hyderbad,2633.21,1.0,10561.14,10561.14,0.0,Profit,6,2024,L,L
4256,Women,Soccer,Tiempo Legend,XL,4.0,6045.785,0.52,0.0,2024-12-18,Online,Hyd,-782.15,0.52,24183.14,24183.14,0.0,Loss,12,2024,XL,XL
4258,Kids,Lifestyle,Dunk Low,L,-1.0,4189.36,0.0,0.0,2024-06-10,Retail,Pune,1276.34,0.0,-4189.36,-4189.36,0.0,Profit,6,2024,L,L
4259,Men,Lifestyle,Air Force 1,L,2.0,6323.09,0.35,0.0,2023-09-22,Retail,Bangalore,3351.25,0.35,12646.18,12646.18,0.0,Profit,9,2023,L,L
2044,Men,Training,Flex Trainer,XL,2.0,6383.55,0.0,0.0,2023-08-13,Online,Bangalore,1192.96,0.0,12767.1,12767.1,0.0,Profit,8,2023,XL,XL
4264,Kids,Lifestyle,Air Force 1,M,-1.0,6012.55,0.0,0.0,2024-01-11,Online,Delhi,783.79,0.0,-6012.55,-6012.55,0.0,Profit,1,2024,M,M
4265,Kids,Training,Flex Trainer,M,2.0,6383.55,0.0,0.0,2024-02-08,Online,Kolkata,1852.59,0.0,12767.1,12767.1,0.0,Profit,2,2024,M,M
4266,Men,Lifestyle,Waffle One,XL,3.0,5637.46,0.0,0.0,2025-07-04,Online,Mumbai,-898.11,0.0,16912.38,16912.38,0.0,Loss,7,2025,XL,XL
4276,Men,Basketball,Kyrie Flytrap,11,3.0,5066.14,0.0,0.0,2025-02-05,Retail,bengaluru,-1109.4,0.0,15198.420000000002,15198.420000000002,0.0,Loss,2,2025,L,L
4279,Men,Training,ZoomX Invincible,XL,2.0,6897.68,0.0,0.0,2025-04-30,Retail,Pune,1724.71,0.0,13795.36,13795.36,0.0,Profit,4,2025,XL,XL
4283,Men,Training,ZoomX Invincible,M,1.0,9649.36,0.95,482.47,2025-02-26,Retail,bengaluru,1158.69,0.95,9649.36,9166.890000000001,2.401579372810745,Profit,2,2025,M,M
4284,Men,Running,Air Zoom,,2.0,2953.43,0.1,0.0,2024-05-15,Retail,Delhi,2708.4,0.1,5906.86,5906.86,0.0,Profit,5,2024,XL,XL
4286,Kids,Soccer,Tiempo Legend,L,2.0,5385.78,0.0,0.0,2025-06-08,Online,Kolkata,840.25,0.0,10771.56,10771.56,0.0,Profit,6,2025,L,L
4290,Kids,Lifestyle,Blazer Mid,,-1.0,6383.24,0.0,0.0,2025-01-25,Retail,Kolkata,698.53,0.0,-6383.24,-6383.24,0.0,Profit,1,2025,XL,XL
4294,Women,Soccer,Premier III,,2.0,5238.91,0.0,0.0,2025-01-16,Online,Kolkata,1217.07,0.0,10477.82,10477.82,0.0,Profit,1,2025,XL,XL
2026,Kids,Training,ZoomX Invincible,,2.0,6897.68,0.0,0.0,2024-01-05,Online,Kolkata,-264.65,0.0,13795.36,13795.36,0.0,Loss,1,2024,XL,XL
4303,Men,Soccer,Phantom GT,L,2.0,7587.07,0.0,0.0,2024-07-21,Online,bengaluru,-1131.99,0.0,15174.14,15174.14,0.0,Loss,7,2024,L,L
4304,Kids,Basketball,Kyrie Flytrap,L,2.0,4877.24,0.0,0.0,2024-07-07,Retail,hyderbad,2692.2,0.0,9754.48,9754.48,0.0,Profit,7,2024,L,L
4311,Men,Training,SuperRep Go,L,3.0,5280.57,0.46,0.0,2023-08-16,Retail,bengaluru,2595.51,0.46,15841.71,15841.71,0.0,Profit,8,2023,L,L
4315,Women,Lifestyle,Dunk Low,M,4.0,4080.51,0.0,0.0,2024-03-04,Retail,Pune,3322.21,0.0,16322.04,16322.04,0.0,Profit,3,2024,M,M
4316,Men,Running,React Infinity,XL,2.0,6492.155000000001,0.0,0.0,2024-01-04,Retail,Hyd,405.43,0.0,12984.310000000001,12984.310000000001,0.0,Profit,1,2024,XL,XL
4317,Kids,Lifestyle,Blazer Mid,L,2.0,9623.53,0.0,0.0,2024-10-15,Retail,Bangalore,-448.89,0.0,19247.06,19247.06,0.0,Loss,10,2024,L,L
2027,Men,Training,SuperRep Go,L,0.0,5280.57,0.08,0.0,2024-11-14,Retail,Kolkata,126.1,0.08,0.0,0.0,0.0,Profit,11,2024,L,L
4320,Women,Training,SuperRep Go,11,2.0,5280.57,0.0,0.0,2024-09-27,Online,Delhi,1848.29,0.0,10561.14,10561.14,0.0,Profit,9,2024,L,L
4321,Kids,Running,Free RN,XL,2.0,6646.84,0.0,0.0,2024-01-15,Online,Mumbai,2210.19,0.0,13293.68,13293.68,0.0,Profit,1,2024,XL,XL
4326,Women,Lifestyle,Air Force 1,XL,0.0,9604.84,0.31,0.0,2024-06-06,Retail,Delhi,-143.11,0.31,0.0,0.0,0.0,Loss,6,2024,XL,XL
4331,Women,Training,SuperRep Go,,2.0,4574.53,0.04,8783.1,2025-01-03,Retail,Kolkata,3534.47,0.04,9149.06,365.9599999999991,0.4024171420113627,Profit,1,2025,XL,XL
4332,Women,Running,Pegasus Turbo,,2.0,5644.675,0.12,0.0,2024-09-24,Online,Delhi,2181.1,0.12,11289.35,11289.35,0.0,Profit,9,2024,XL,XL
4335,Kids,Running,Air Zoom,,2.0,5550.99,0.0,0.0,2025-06-30,Online,Kolkata,133.01,0.0,11101.98,11101.98,0.0,Profit,6,2025,XL,XL
2009,Kids,Running,Pegasus Turbo,L,2.0,5644.675,0.84,0.0,2023-11-22,Retail,Delhi,1671.62,0.84,11289.35,11289.35,0.0,Profit,11,2023,L,L
4344,Kids,Soccer,Premier III,8,2.0,5773.245,0.0,0.0,2024-01-18,Online,Delhi,-467.18,0.0,11546.49,11546.49,0.0,Loss,1,2024,M,M
4345,Kids,Training,Metcon 7,,2.0,2282.8,0.28,0.0,2024-11-29,Retail,Pune,459.9,0.28,4565.6,4565.6,0.0,Profit,11,2024,XL,XL
4347,Men,Lifestyle,Dunk Low,12,-1.0,9440.95,0.0,0.0,2025-03-10,Retail,Hyd,2945.56,0.0,-9440.95,-9440.95,0.0,Profit,3,2025,XL,XL
4348,Women,Lifestyle,Blazer Mid,,2.0,6383.24,0.0,0.0,2023-09-25,Online,Pune,25.44,0.0,12766.48,12766.48,0.0,Profit,9,2023,XL,XL
4350,Men,Soccer,Phantom GT,M,0.0,6320.59,0.0,0.0,2024-05-30,Online,Delhi,2515.85,0.0,0.0,0.0,0.0,Profit,5,2024,M,M
4351,Men,Soccer,Mercurial Superfly,M,0.0,6569.65,0.0,0.0,2024-08-19,Online,Pune,3303.1,0.0,0.0,0.0,0.0,Profit,8,2024,M,M
4352,Men,Running,Pegasus Turbo,9,-1.0,9332.64,0.57,-4013.04,2025-01-10,Retail,Kolkata,-238.9,0.57,-9332.64,-5319.599999999999,0.05953092917090286,Loss,1,2025,M,M
4362,Men,Training,Flex Trainer,,2.0,6383.55,0.0,0.0,2025-07-08,Online,Kolkata,-81.22,0.0,12767.1,12767.1,0.0,Loss,7,2025,XL,XL
4367,Kids,Basketball,Kyrie Flytrap,,2.0,8832.85,0.0,0.0,2024-01-08,Retail,Kolkata,-1073.49,0.0,17665.7,17665.7,0.0,Loss,1,2024,XL,XL
4378,Men,Training,Flex Trainer,,4.0,2620.09,0.0,0.0,2024-08-29,Online,Mumbai,263.16,0.0,10480.36,10480.36,0.0,Profit,8,2024,XL,XL
4383,Women,Soccer,Tiempo Legend,,2.0,6045.785,0.16,0.0,2024-12-24,Retail,Delhi,3378.64,0.16,12091.57,12091.57,0.0,Profit,12,2024,XL,XL
4384,Women,Running,Pegasus Turbo,,2.0,5644.675,0.6,0.0,2024-06-15,Online,Kolkata,3507.63,0.6,11289.35,11289.35,0.0,Profit,6,2024,XL,XL
4385,Men,Basketball,Kyrie Flytrap,L,2.0,9057.85,0.84,0.0,2023-12-13,Retail,Kolkata,1767.32,0.84,18115.7,18115.7,0.0,Profit,12,2023,L,L
4398,Men,Soccer,Premier III,XL,2.0,5773.245,0.0,0.0,2024-06-29,Online,Delhi,1971.9,0.0,11546.49,11546.49,0.0,Profit,6,2024,XL,XL
4410,Men,Basketball,Kyrie Flytrap,XL,-1.0,5967.57,1.1,596.76,2024-01-26,Retail,Mumbai,-1011.68,1.1,-5967.57,-6564.33,-1.6952878879281452,Loss,1,2024,XL,XL
4420,Women,Lifestyle,Blazer Mid,L,4.0,4904.79,1.19,-3727.64,2023-11-08,Retail,Pune,2633.82,1.19,19619.16,23346.8,-0.7065650116427553,Profit,11,2023,L,L
2007,Men,Soccer,Phantom GT,L,2.0,7652.31,0.0,0.0,2023-09-29,Retail,Bangalore,1515.95,0.0,15304.62,15304.62,0.0,Profit,9,2023,L,L
4425,Women,Running,Air Zoom,L,0.0,4034.25,0.0,0.0,2023-09-04,Retail,Delhi,363.8,0.0,0.0,0.0,0.0,Profit,9,2023,L,L
4428,Kids,Lifestyle,Waffle One,,2.0,5637.46,0.0,0.0,2025-04-04,Online,Hyderabad,2700.85,0.0,11274.92,11274.92,0.0,Profit,4,2025,XL,XL
4437,Men,Basketball,Kyrie Flytrap,XL,2.0,5066.14,0.0,0.0,2023-11-25,Retail,Hyderabad,3972.33,0.0,10132.28,10132.28,0.0,Profit,11,2023,XL,XL
4441,Kids,Soccer,Premier III,L,3.0,5773.245,0.0,0.0,2024-05-05,Retail,Kolkata,2036.39,0.0,17319.735,17319.735,0.0,Profit,5,2024,L,L
4442,Women,Soccer,Phantom GT,L,2.0,6320.59,0.0,0.0,2024-05-22,Retail,Hyd,1366.18,0.0,12641.18,12641.18,0.0,Profit,5,2024,L,L
4447,Kids,Running,Free RN,XL,0.0,6293.58,0.0,0.0,2024-12-12,Retail,Delhi,1574.91,0.0,0.0,0.0,0.0,Profit,12,2024,XL,XL
4456,Women,Basketball,Kyrie Flytrap,XL,1.0,5066.14,0.32,0.0,2023-12-16,Retail,Hyderabad,450.51,0.32,5066.14,5066.14,0.0,Profit,12,2023,XL,XL
4458,Kids,Soccer,Premier III,L,2.0,6500.77,0.22,0.0,2024-10-28,Retail,Mumbai,870.08,0.22,13001.54,13001.54,0.0,Profit,10,2024,L,L
4466,Kids,Soccer,Mercurial Superfly,,2.0,4743.16,0.0,0.0,2024-03-06,Retail,Mumbai,3480.06,0.0,9486.32,9486.32,0.0,Profit,3,2024,XL,XL
4467,Kids,Lifestyle,Air Force 1,XL,2.0,3918.43,0.0,0.0,2024-09-03,Retail,Kolkata,2820.24,0.0,7836.86,7836.86,0.0,Profit,9,2024,XL,XL
4468,Men,Soccer,Premier III,XL,3.0,6077.13,1.13,-2370.08,2023-11-27,Online,Mumbai,3173.31,1.13,18231.39,20601.47,-1.3389041720110715,Profit,11,2023,XL,XL
4472,Women,Basketball,LeBron 20,,2.0,6833.94,0.0,0.0,2024-08-12,Online,Hyd,-151.52,0.0,13667.88,13667.88,0.0,Loss,8,2024,XL,XL
4475,Kids,Soccer,Tiempo Legend,M,2.0,6045.785,1.25,0.0,2024-03-04,Online,Hyd,1487.03,1.25,12091.57,12091.57,0.0,Profit,3,2024,M,M
4479,Kids,Lifestyle,Air Force 1,,2.0,7530.67,0.0,0.0,2024-12-04,Online,Kolkata,3209.42,0.0,15061.34,15061.34,0.0,Profit,12,2024,XL,XL
4482,Kids,Soccer,Phantom GT,L,2.0,6320.59,0.0,0.0,2024-07-16,Online,Mumbai,-742.03,0.0,12641.18,12641.18,0.0,Loss,7,2024,L,L
4486,Women,Training,Flex Trainer,XL,2.0,6383.55,0.0,0.0,2023-10-15,Online,Bangalore,3338.79,0.0,12767.1,12767.1,0.0,Profit,10,2023,XL,XL
4489,Kids,Lifestyle,Blazer Mid,9,3.0,6383.24,1.15,0.0,2025-04-02,Retail,bengaluru,1890.99,1.15,19149.72,19149.72,0.0,Profit,4,2025,M,M
4493,Women,Lifestyle,Blazer Mid,XL,4.0,6383.24,0.0,0.0,2024-10-04,Online,Mumbai,321.24,0.0,25532.96,25532.96,0.0,Profit,10,2024,XL,XL
4495,Kids,Basketball,Kyrie Flytrap,XL,3.0,5066.14,0.0,0.0,2025-05-14,Online,Pune,2.97,0.0,15198.420000000002,15198.420000000002,0.0,Profit,5,2025,XL,XL
